customer_id,customer_name,contact_person,email,phone,city,region,customer_type
274,"Kalla, Konda and Om",Nitesh Keer,raghavsinghal@example.org,915908810348,Haldia,East,Manufacturer
275,Babu-Dave,Vrinda Sant,ekalingakhanna@example.com,9321707132,Nagpur,West,Retailer
276,"Bora, Mistry and Mukherjee",Nisha Buch,qvasa@example.com,9854581208,Ahmedabad,Central,Manufacturer
277,"Savant, Nayak and Garg",Wriddhish Tella,surafalak@example.org,6120290002,Berhampore,West,Retailer
278,Prasad Ltd,Sudiksha Basak,eben@example.net,7227169909,Kishanganj,North,Retailer
279,Dara-Kota,Shivansh Walla,qbedi@example.net,344701497,Ujjain,North,Direct
280,Prasad Group,Bishakha Ratta,udant49@example.com,915648559290,Begusarai,South,Direct
281,Gour-Mukherjee,Geetika Ram,ishan@example.org,9586451912,Kolkata,North,Manufacturer
282,"Gokhale, Singh and Subramaniam",Devansh Sheth,udyati71@example.net,7137633352,Hapur,East,Distributor
283,Nagar Group,Anjali Ramanathan,udyatidoctor@example.com,911030336072,Sangli-Miraj & Kupwad,Central,Manufacturer
284,Deep-Karnik,Warhi Krish,abhasodhi@example.org,5221374683,Chittoor,East,Retailer
285,Uppal-Kibe,Kamya Barad,nicholas86@example.org,7612276226,Mehsana,South,Manufacturer
286,Gara Inc,Isha Nori,faqidgarde@example.com,3362034435,Hazaribagh,Central,Retailer
287,Choudhary LLC,Charan Date,qsabharwal@example.com,8407216612,Mumbai,North,Retailer
288,"Chand, Grover and Chhabra",Dakshesh Trivedi,benjamin54@example.com,47431205,Vasai-Virar,South,Retailer
289,Bajwa LLC,Abhimanyu Suresh,theodore75@example.net,912200673864,Bellary,West,Distributor
290,"Rattan, Chana and Iyengar",Triya Sanghvi,charita30@example.org,325181904,Gandhinagar,East,Manufacturer
291,Raghavan-Bhatt,Darpan Sama,anya35@example.org,918417194988,Nellore,West,Retailer
292,Jaggi PLC,Zehaan Jayaraman,kala34@example.com,919300236992,Amroha,Central,Distributor
293,Bobal-Sahota,Samaksh Devi,pranitmangal@example.com,8786288040,Chinsurah,North,Manufacturer
294,"Pandey, Chowdhury and Sampath",Oscar Karan,paniniparmer@example.com,911020003866,Shimoga,West,Direct
295,Iyengar-Gera,Upkaar Misra,lnagi@example.net,4270091274,Begusarai,Central,Direct
296,"Narayan, Yogi and Dhingra",Keya Varkey,girik96@example.org,4960148556,Bihar Sharif,West,Distributor
297,Pandya-Shah,Idika Samra,chanakyabhakta@example.org,837709998,Delhi,South,Manufacturer
298,"Kara, Palla and Pandit",Inaya Agarwal,raagini09@example.net,8082384886,Bilaspur,North,Direct
299,"Grewal, Nath and Dada",Chaitanya Tank,vohragaurang@example.org,919889876674,Mira-Bhayandar,West,Manufacturer
300,Randhawa and Sons,Rishi Verma,edwinaradhana@example.net,979795679,Phagwara,South,Retailer
301,"Bakshi, Chopra and Kota",Divya Randhawa,pushti34@example.org,917200408574,Jamnagar,South,Direct
302,Grover-Bhatia,Aarush Wali,wishi99@example.com,262448024,Kollam,Central,Distributor
303,"Oak, Mallick and Loke",Madhav Dyal,peter83@example.com,7682381038,Vellore,North,Retailer
304,Salvi Group,Udyati Date,kharechanakya@example.net,6962235624,Shivpuri,East,Retailer
305,Dewan-Kohli,Yatin Singh,kdhawan@example.org,5267339895,Burhanpur,South,Manufacturer
306,Dhar Ltd,Unnati Mitter,neelimavarma@example.net,919461858850,Naihati,South,Manufacturer
307,Borah-Chadha,Hiral Dewan,cguha@example.org,9163291767,Bhopal,Central,Manufacturer
308,Kade-Khosla,Jason Agate,manbirluthra@example.com,7904089785,Solapur,North,Manufacturer
309,"Pant, Varghese and Sawhney",Baljiwan Nazareth,nchada@example.com,910871798742,Dehri,South,Manufacturer
310,"Shere, Trivedi and Barad",Naksh Sabharwal,tanmayi95@example.net,910639715156,Nandyal,South,Manufacturer
311,"Sami, Dalal and Kala",Anjali Bhatnagar,vrindaravel@example.com,9804507202,Gaya,Central,Distributor
312,Vala-Bal,Wahab Sami,karan21@example.org,910012856847,Fatehpur,Central,Retailer
313,"Lal, Shanker and Sridhar",Vivaan Chanda,osamra@example.net,910933832790,Arrah,Central,Retailer
314,Sachar-Kumar,Bishakha Contractor,anmoldatta@example.org,1778799512,Bareilly,South,Manufacturer
315,"Comar, Pal and Sampath",Nandini Hari,amara36@example.com,911761165154,Varanasi,Central,Distributor
316,Kumer-Chahal,Suhani Mital,tdada@example.org,8398986566,Khandwa,North,Distributor
317,Majumdar-Agarwal,Pranit Prasad,bahrizilmil@example.org,4256008443,Bhusawal,North,Manufacturer
318,"Boase, Kapoor and Sood",Samaksh Bhavsar,garimabajwa@example.net,6499385321,Hindupur,South,Direct
319,"Khosla, Sen and Dass",Teerth Sachar,ethan07@example.net,8568377253,Gandhinagar,Central,Distributor
320,Shanker-Shukla,Upadhriti Parmar,hamsinidasgupta@example.net,8016934278,Malda,West,Manufacturer
321,Anand-Dara,Mitesh Deshpande,rajagopaldayita@example.net,912752548523,Gandhinagar,East,Direct
322,"Guha, Uppal and Kurian",Upma Pandit,ekanta62@example.com,918814510852,Dhanbad,South,Direct
323,Comar Ltd,Falguni Loyal,manthan55@example.org,85795981,Farrukhabad,East,Direct
324,Gala Inc,Balveer Mukherjee,wpillay@example.org,6691154308,Raebareli,North,Distributor
325,"Sur, Basak and Bassi",Bhavini Kalita,oviya61@example.net,914531417479,Solapur,South,Direct
326,Srinivasan Inc,Upasna Devan,gnagarajan@example.net,916365575437,Kalyan-Dombivli,West,Direct
327,Chhabra PLC,Nachiket Shan,karadipta@example.org,1407150810,Bhimavaram,West,Retailer
328,"Chaudhary, Chaudhry and Palla",Niharika Balakrishnan,bishakhaapte@example.net,915006603985,Patna,East,Retailer
329,"Chad, Khalsa and Kata",Bina Ganesh,udyatiahluwalia@example.net,918959206060,Phagwara,East,Manufacturer
330,Nigam Inc,Om Raval,sdevi@example.net,6741027169,Durgapur,East,Direct
331,"Ganesan, Pillai and Narayan",Anirudh Venkataraman,alkadutt@example.com,914142955078,Raebareli,South,Manufacturer
332,"Madan, Sampath and Morar",Kalpit Mittal,gbalakrishnan@example.com,1829660509,Thiruvananthapuram,Central,Distributor
333,"Dhaliwal, Madan and Kant",Charan Raju,nishapalla@example.net,915605098865,Raebareli,East,Retailer
334,Bali-Raval,Yachana Mani,santindrajit@example.com,2418832164,Surendranagar Dudhrej,West,Distributor
335,"Agate, Sankar and Sani",Isaiah Lad,sabharwalekavir@example.org,4386296023,Ambattur,East,Direct
336,Kadakia-Sunder,Siya Srivastava,cagrawal@example.org,919192872342,Unnao,South,Retailer
337,"Sama, Bora and Kadakia",Dhruv Dhaliwal,pallavisrinivas@example.com,916757237317,Nagaon,North,Distributor
338,Jha Group,Nidhi Buch,gabriellala@example.com,6178798333,Jodhpur,East,Direct
339,Aggarwal-Swaminathan,Gaurangi Gupta,sahotathomas@example.net,919979418786,Morbi,Central,Direct
340,"Banerjee, Dass and Bora",Bina Bala,charan89@example.net,4376429061,Saharanpur,South,Retailer
341,Yogi-Sinha,Yashvi Dayal,rsankar@example.net,5990568259,Berhampore,East,Manufacturer
342,"Mani, Chauhan and Korpal",Rishi Golla,lakshmi60@example.net,919540257448,Ongole,South,Retailer
343,Raja-Shenoy,Zaid Radhakrishnan,ayush97@example.org,9063516858,Giridih,West,Direct
344,Barman Group,Dipta Radhakrishnan,isur@example.net,918444739568,Bhubaneswar,West,Manufacturer
345,Sinha Inc,Balvan Dhar,swaminathanbahadurjit@example.net,919930903663,Moradabad,West,Distributor
346,Chaudhuri Group,Advay Bail,uvasa@example.org,9374940823,Fatehpur,North,Direct
347,Madan LLC,Chakradev Batta,lakshitprashad@example.com,6789024488,Ahmednagar,Central,Direct
348,Virk-Sant,Tanveer Dhaliwal,amritakashyap@example.org,914468808916,Ahmednagar,South,Retailer
349,Badami Group,Turvi Boase,maya68@example.net,910793476353,North Dumdum,Central,Manufacturer
350,Parmer-Tiwari,Jeet Tak,dakshadeep@example.net,7348806789,Raichur,North,Distributor
351,"Kurian, Bhatia and Das",Harini Saraf,rachitrattan@example.com,533714618,Ballia,East,Direct
352,"Sane, Patla and Kade",Manya Master,dominicnaik@example.org,910406170503,Baranagar,Central,Direct
353,Natt-Sibal,Wyatt Bahl,petercomar@example.net,910951482173,Akola,East,Distributor
354,Shenoy Group,Shaurya Tak,kaleandrew@example.net,919968902188,Kollam,North,Direct
355,Patel Group,Gopal Bains,qkothari@example.com,7542203170,Munger,South,Manufacturer
356,"Deshmukh, Aggarwal and Bava",Hemangini Sheth,aadhya52@example.org,6154010923,Bihar Sharif,East,Direct
357,Dhawan-Dar,Nakul Upadhyay,nkalita@example.net,1463760289,Tenali,East,Distributor
358,Sodhi Ltd,Netra Dhar,udyati30@example.net,8969483813,Srikakulam,West,Distributor
359,"Sanghvi, Raval and Cherian",Dalaja Bobal,eganesh@example.org,7614721051,Jalgaon,Central,Retailer
360,"Swamy, Narang and Oommen",Urmi Mangat,pahaljohal@example.org,901473362,Madurai,East,Manufacturer
361,"Mutti, Ramesh and Bhakta",Mitali Aggarwal,bhavya26@example.com,918641449360,Kharagpur,North,Direct
362,Saini-Shan,Zilmil Kothari,adoctor@example.com,8386618822,Mira-Bhayandar,Central,Direct
363,"Ganguly, Pant and Srinivasan",Nimrat Sethi,charvijani@example.com,8505863069,Lucknow,Central,Manufacturer
364,Balan Inc,Upadhriti Divan,bnair@example.net,912633116608,Ramgarh,Central,Distributor
365,Sunder-Radhakrishnan,Azaan Toor,gangadugar@example.net,914977145224,Ratlam,South,Distributor
366,"Dhaliwal, Agrawal and Bora",Ishani Ganesan,chaitanya17@example.org,344933047,Bulandshahr,West,Manufacturer
367,"Balakrishnan, Kurian and Hayre",Upma Merchant,avni21@example.com,2341631207,Buxar,East,Manufacturer
368,Som-Gara,Jonathan Bajwa,adweta96@example.com,5481984736,Dindigul,South,Retailer
369,Chaudhari-Keer,Ekalinga Pillai,xbera@example.com,5755567425,Bhavnagar,Central,Direct
370,"Golla, Amble and Mander",Darpan Kulkarni,prau@example.org,2031741437,Rajahmundry,Central,Distributor
371,Merchant and Sons,Sai Chander,qbahl@example.org,9981910536,Berhampur,North,Distributor
372,"Bora, Devan and Bhasin",Lucky Arora,aagrawal@example.net,2323166287,Khandwa,South,Manufacturer
373,Subramaniam Ltd,Onkar Lad,darika96@example.org,9657441041,Hazaribagh,West,Direct
374,Gandhi Inc,Geetika Barad,badalgirish@example.com,913642551774,Rampur,South,Retailer
375,Pathak LLC,Warhi Rau,charles57@example.com,914733343828,Farrukhabad,East,Manufacturer
376,"Tank, Parekh and Tata",Rachana Gola,matthewbhatnagar@example.org,5347771919,Meerut,South,Direct
377,Mallick-Nazareth,Hritik Madan,pratyush58@example.org,917248501069,Bareilly,Central,Manufacturer
378,Viswanathan Ltd,Falak Sandhu,dbhavsar@example.net,5340548717,Dhanbad,Central,Manufacturer
379,"Mand, Lata and Dhingra",Varsha Sheth,chaaya50@example.org,8585322115,Amravati,Central,Direct
380,Dalal-Trivedi,Prisha Manne,frado70@example.org,3705051524,Mangalore,Central,Manufacturer
381,Patla Group,Unnati Rana,michaelwali@example.org,2238923263,Bharatpur,West,Distributor
382,"Andra, Wagle and Kashyap",Vinaya Rai,cmane@example.org,6241465921,Tadepalligudem,East,Manufacturer
383,Sehgal Group,Janaki Agate,lbarad@example.org,7265850037,Khandwa,North,Direct
384,"Kalla, Lal and Balakrishnan",Samarth Wali,veerlall@example.net,3434699312,Erode,Central,Manufacturer
385,Hari-Batta,Charita Dyal,ishaan83@example.net,9227868471,Ahmednagar,North,Direct
386,"Shere, Gupta and Bhatt",Priya Jaggi,zsharma@example.org,8140683655,Kochi,East,Retailer
387,Bandi-Raman,Pooja Sheth,kashish17@example.org,910032438075,Ghaziabad,North,Direct
388,Chaudry-Arya,Chakrika Manne,zsur@example.net,918827541894,Mehsana,South,Direct
389,Sheth-Ramakrishnan,Brijesh Bhatia,qnatarajan@example.com,3834983479,Secunderabad,South,Retailer
390,Cheema-Bhasin,Hemani Rout,devika67@example.org,9468757780,Khora ,North,Distributor
391,Garde Group,Raghav Mahajan,geetikabahl@example.org,9737947644,Khammam,South,Distributor
392,Basu-Nayak,Mitesh Dada,kabir72@example.com,8484411098,Bharatpur,West,Manufacturer
393,"Comar, Parikh and Saxena",Zashil Morar,dattadaksh@example.org,3254229520,Jhansi,West,Retailer
394,"Gera, Shere and Behl",Upkaar Dar,tbhatt@example.com,7237677370,Guntakal,West,Retailer
395,Anand and Sons,Aryan Garde,vbakshi@example.com,8628533176,Ramgarh,West,Direct
396,Sandhu Ltd,Rehaan Shan,anvirandhawa@example.org,5074388429,Kharagpur,North,Retailer
397,Bhalla Group,Anvi Modi,falguniiyer@example.net,5662233572,Ludhiana,Central,Retailer
398,Barman PLC,Nitara Bobal,prishamahajan@example.net,1339607402,Sikar,Central,Manufacturer
399,Sura PLC,Upma Agrawal,pranav47@example.org,6448234382,Gudivada,West,Direct
400,Thaman-Kala,Leena Sampath,neelima80@example.org,3815110136,Kishanganj,East,Retailer
401,Pau-Gaba,Nakul Ramachandran,pbaral@example.net,913036394670,Deoghar,West,Manufacturer
402,"Narayan, Pal and Srivastava",Sai Padmanabhan,devikachandran@example.net,5593088315,Nagpur,Central,Manufacturer
403,Raman-Hayre,Yadavi Shah,avni65@example.com,918854702413,Gudivada,East,Direct
404,"Kalla, Munshi and Baria",Unnati Kohli,advaithmahal@example.org,918489087290,Davanagere,South,Retailer
405,Thakkar LLC,Pushti Sama,bakhshibhavsar@example.com,3086110312,Nizamabad,East,Manufacturer
406,Sen and Sons,Pranit Khalsa,rehaan64@example.net,2919633797,Chinsurah,South,Manufacturer
407,Sur Inc,Nathan Badami,suraaarush@example.net,1080840744,Bhagalpur,East,Retailer
408,"Batra, Dhaliwal and Iyer",Jason Shetty,wsaran@example.net,4932745728,Nadiad,West,Manufacturer
409,"Buch, Kadakia and Choudhry",Yachana Narayan,gsharaf@example.net,911190393464,Suryapet,West,Manufacturer
410,Tailor Ltd,Rushil Dara,oeshilad@example.net,745482498,Miryalaguda,Central,Manufacturer
411,Basu-Sharma,Rohan Nagarajan,samaksh89@example.com,918212692627,Bettiah,East,Distributor
412,Garde-Malhotra,Indali Sha,udarsh77@example.org,911414727632,Katni,Central,Direct
413,Chhabra-Nanda,Lucky Lad,baghyawativarkey@example.com,915237146112,Jorhat,West,Manufacturer
414,Kapur-Sani,Qushi Mitra,advik15@example.com,3848637466,Kozhikode,South,Manufacturer
415,Patil Group,Ishanvi Mahajan,sbhandari@example.com,6558977675,Ratlam,North,Manufacturer
416,Krishna-Mohanty,Samar Balasubramanian,xmallick@example.com,5517138765,Pallavaram,North,Manufacturer
417,Murty Inc,Gunbir Krishnamurthy,subramanianadvik@example.com,911361993739,Bhimavaram,West,Manufacturer
418,Mohan and Sons,Sanya Bhat,rprabhakar@example.net,912607266809,Khammam,West,Retailer
419,"Parsa, Pillay and Handa",Ekanta Bath,ekiyadyal@example.com,8601433533,Jalgaon,South,Manufacturer
420,Devi and Sons,Samar Pandey,znaik@example.org,5218042120,Hazaribagh,Central,Manufacturer
421,"Atwal, Mital and Wali",Sai Saran,biswaspraneel@example.org,6615115230,Ujjain,South,Distributor
422,"Swamy, Krishnan and Mitter",Ekaja Chada,trivenikothari@example.com,2971030132,Ahmednagar,Central,Retailer
423,"Baral, Sengupta and Deo",Eshana Chopra,tankkashish@example.com,914449899650,Hindupur,South,Distributor
424,Patil LLC,Logan Mani,dalbir84@example.net,1069189483,Visakhapatnam,Central,Retailer
425,Memon PLC,Yagnesh Bumb,harinakshi89@example.org,916899419148,Gorakhpur,South,Distributor
426,Iyer-Das,Neha Deep,sarkarganga@example.net,7169015997,Berhampur,North,Direct
427,Sathe-Hayre,Ishwar Bose,kalitaanirudh@example.org,7182153723,Pune,East,Direct
428,Prasad and Sons,Vasana Vasa,kevinramanathan@example.net,6418893234,Madhyamgram,North,Retailer
429,"Choudhury, Grover and Srinivas",Niharika Jain,kbaral@example.net,919364432636,Howrah,North,Retailer
430,Luthra-Chatterjee,Aryan Wagle,chandrantriveni@example.net,914902130977,Madanapalle,West,Direct
431,"Ray, Devi and Hegde",Lipika Mohan,mchaudhary@example.net,1297844045,Baranagar,West,Retailer
432,Mishra and Sons,Kabir Manda,oguha@example.com,5931041831,Phusro,East,Manufacturer
433,Buch LLC,Pranit Hans,ganganath@example.org,5885889141,Agartala,East,Distributor
434,"Brahmbhatt, Thakkar and Oak",Jeevika Aggarwal,znarain@example.com,5628834717,Howrah,North,Retailer
435,Hari-Gola,Charles Devan,battawridesh@example.org,2156560136,Katihar,Central,Distributor
436,"Soman, Uppal and Chaudhry",Lipika Ray,gangasamra@example.com,4524960785,Delhi,South,Direct
437,"Saxena, Narain and Gour",Gaurav Mannan,esuresh@example.org,9696287821,Cuttack,South,Distributor
438,"Shukla, Dyal and Wali",Dipta Bhargava,tchand@example.com,5094492717,Morbi,West,Direct
439,"Dani, Kamdar and Gandhi",Saumya Kar,tnatt@example.com,913466744030,Kurnool,South,Manufacturer
440,Sagar and Sons,Ekavir Maharaj,ishanisekhon@example.net,916928217320,Sonipat,North,Distributor
441,"Bali, Rai and Bhatti",Samesh Bhat,rajtanish@example.net,8327099412,Kozhikode,East,Distributor
442,Narula-Jhaveri,Avi Dhar,guptaupadhriti@example.com,913605558959,Madhyamgram,East,Manufacturer
443,Bava-Sankaran,Rajeshri Tandon,yachana84@example.com,2248689850,Bally,West,Direct
444,Salvi and Sons,George Gade,jagat76@example.com,717646272,Machilipatnam,South,Direct
445,"Borah, Contractor and Bains",Maanav Chokshi,kashvipant@example.org,9756005026,Jhansi,East,Retailer
446,Krishnamurthy-Saraf,Charita Lalla,fitanborra@example.net,4734861908,Bhimavaram,North,Manufacturer
447,Warrior PLC,Varsha Mahal,mason69@example.net,910981979099,Mango,South,Direct
448,"Manda, Chhabra and Atwal",Siddharth Gole,ravelwarhi@example.net,913880906201,Aurangabad,East,Retailer
449,Mital-Goswami,Widisha Kale,jacksonpal@example.net,9967267284,Mahbubnagar,North,Manufacturer
450,Das Ltd,Hardik Borah,umang57@example.org,910561146586,Sultan Pur Majra,East,Retailer
451,"Sami, Kalla and Mitter",Nitara Borde,sramakrishnan@example.org,917291241618,Madurai,South,Direct
452,Randhawa Group,Maanav Parikh,trau@example.com,914741109909,Dharmavaram,West,Manufacturer
453,"Thaker, Bhat and Kumar",Lekha Krishnamurthy,pavani66@example.com,5560926803,Gorakhpur,North,Direct
454,Bhagat Inc,Balendra Sani,fchaudhari@example.com,914916978373,Bhilwara,North,Retailer
455,"Bora, Parmer and Tata",Pooja Upadhyay,zayyan19@example.com,916768013756,Pimpri-Chinchwad,South,Direct
456,Khurana Inc,Gautami Lanka,prasadorinder@example.org,6724468190,Baranagar,East,Retailer
457,"Dave, Sami and Pingle",Sudiksha Roy,vrinda21@example.net,914178114390,Amaravati,North,Manufacturer
458,Chopra-Ahuja,Laban Bhatnagar,vrindaborra@example.com,8970002502,Sikar,West,Retailer
459,Amble and Sons,Vansha Goel,pantubika@example.com,612610509,Malegaon,West,Manufacturer
460,Chand-Sachar,Harshil Bhattacharyya,panturvi@example.net,2312749431,Ongole,East,Manufacturer
461,Bandi Ltd,Odika Parmer,ikbalbhalla@example.org,5087297332,Hosur,Central,Distributor
462,Rattan-Manne,Dalaja Dixit,anandgopal@example.org,915553668634,Ghaziabad,East,Manufacturer
463,"Shere, Choudhry and Wadhwa",Indali De,adwetaraman@example.com,8353955899,Tirupati,South,Distributor
464,Ramaswamy Inc,Eta Madan,vanya50@example.net,8463258961,Rajpur Sonarpur,North,Direct
465,Natt-Varkey,Wridesh Apte,lokerajeshri@example.net,911164616303,Bilaspur,East,Retailer
466,Wable Group,Yashvi Bali,bhavyakara@example.net,911053540684,Amaravati,West,Manufacturer
467,Halder Inc,Oviya Narayanan,nathan97@example.com,8114598702,Agartala,North,Manufacturer
468,Kala and Sons,Omisha Pai,karisaksham@example.org,6075658534,Mirzapur,East,Retailer
469,Rajagopal Group,Samarth Manne,sshere@example.org,4577816164,Nadiad,South,Retailer
470,Johal-Kapur,Om Sekhon,chaayamore@example.com,6481053189,Ahmednagar,West,Retailer
471,"Mane, Srinivas and Gade",Oviya Banik,bailqadim@example.com,3439987649,Madanapalle,West,Manufacturer
472,Mahal-Barad,Adweta Buch,aarush99@example.org,911412835087,Moradabad,West,Direct
473,"Patla, Kota and Sampath",Vedant Kakar,ulala@example.net,910406572512,Purnia,Central,Retailer
474,Mander-Sama,Jai Bhandari,vnagarajan@example.com,9849549858,Gandhinagar,South,Distributor
475,Kurian LLC,Kavya Kibe,dhritiperi@example.org,5342739251,Tadipatri,Central,Direct
476,Shere Inc,Radhika Anand,caleb81@example.net,4877879035,Guwahati,Central,Manufacturer
477,"Mishra, Dhingra and Choudhry",Ekaja Banik,omaharaj@example.org,2503583583,Gangtok,North,Distributor
478,Sharma-Pal,Harita Basak,ikbalmenon@example.com,3197408950,Mangalore,North,Retailer
479,Mody-Parmer,Aarav Manda,agatechakrika@example.org,913776781928,Bhilwara,Central,Retailer
480,Agarwal Inc,Vasudha Sridhar,samar31@example.net,8542314491,Khora ,South,Manufacturer
481,Khosla-Acharya,Karan Lata,dalbir76@example.com,8794618441,Bettiah,Central,Direct
482,D’Alia Group,Rayaan Gupta,isaiah27@example.net,1183976931,Siwan,North,Retailer
483,Mangal and Sons,Yasti Pandya,dakshlad@example.net,7622815312,Jhansi,Central,Direct
484,Kulkarni-Ramesh,Falan Rastogi,pbaria@example.net,7308403783,Raipur,North,Direct
485,"Vaidya, Deo and Lanka",Abhiram De,nsastry@example.com,8260670256,Bhilai,North,Direct
486,Hans Group,Zansi Nigam,warda40@example.org,911309995869,Buxar,South,Direct
487,"Baral, Sheth and Sharaf",Gopal Bhavsar,hitesh23@example.net,5478657130,Shimoga,West,Distributor
488,Nagarajan-Sha,Nirja Wadhwa,ojasnigam@example.com,8435823732,Indore,Central,Direct
489,Patla-Halder,Oviya Mannan,coza@example.com,915120268064,Kharagpur,East,Distributor
490,Sundaram-Pall,Warinder Muni,harita03@example.com,918997108967,Thoothukudi,West,Manufacturer
491,Palan Group,Udant Devan,advaykala@example.net,7174614107,Kottayam,North,Retailer
492,Shukla-Gala,Neha Aggarwal,priyasandal@example.net,6689858045,Noida,Central,Distributor
493,"Purohit, Raja and Bajwa",Abha Sharma,bachittarzachariah@example.net,8135677957,Ahmedabad,North,Direct
494,Padmanabhan PLC,Urvi Sharma,shankarnikita@example.org,919318991569,Gopalpur,East,Distributor
495,Swaminathan Ltd,Ishita Ahuja,nidhi86@example.com,916126250513,Patiala,Central,Distributor
496,"Chaudry, Karpe and Mammen",Dominic Venkataraman,vidhi22@example.net,5891334843,Chennai,North,Direct
497,"Viswanathan, Ravi and Hayer",Vidhi Wagle,abeer43@example.org,4125158074,Naihati,North,Manufacturer
498,Sahota LLC,Yatin Naik,jaindarpan@example.org,916900861812,Serampore,West,Retailer
499,"Gulati, Chacko and Bora",Jalsa Deshmukh,meghanaben@example.com,1375962079,Morbi,South,Direct
500,"Narang, Ray and Seth",Quincy Borde,gaurangi21@example.com,6655058643,Berhampore,East,Direct
501,Bose Ltd,Sara Dixit,zinaloak@example.org,912427562755,Nagercoil,West,Direct
502,Kara Group,Brinda Dhar,mekhala03@example.com,7160376656,Karawal Nagar,West,Distributor
503,Kala PLC,Harita Nath,tanveer75@example.org,1788386211,Chandrapur,Central,Retailer
504,Palan-Wali,Ranveer Dugar,atharvchand@example.net,8504981019,Sasaram,East,Distributor
505,Gulati-Bhatia,Bhavini Jain,xtara@example.org,3121379315,Bhavnagar,South,Direct
506,Savant-Sehgal,Chaman Parmar,rwadhwa@example.com,916314800210,Rajpur Sonarpur,Central,Retailer
507,Hayer-Chatterjee,Advik Oommen,aarnavrajagopal@example.org,914743885437,Singrauli,South,Distributor
508,Shan Ltd,Jacob Lal,nathan73@example.net,910170197733,Moradabad,North,Manufacturer
509,Tandon-Baral,Onkar Hegde,khannapushti@example.net,5663969862,Gurgaon,West,Direct
510,Agarwal-Kurian,Aadi Ghose,rattigirish@example.com,2042087860,Siliguri,Central,Direct
511,Parsa Ltd,Dalaja Srivastava,edeep@example.com,919608399103,Hindupur,South,Retailer
512,Baria PLC,Mason Kota,bailnathan@example.org,1705963391,Mysore,West,Manufacturer
513,"Sanghvi, Gill and Bassi",Kai Bhagat,megha13@example.net,4250108049,Vellore,South,Manufacturer
514,"Warrior, Loyal and Peri",Megha Patla,shankarupkaar@example.com,1035584733,Vellore,South,Distributor
515,Oza Inc,Bhavini Seth,chaturachana@example.net,910881704738,Kochi,North,Direct
516,"Mohanty, Karnik and Srinivas",Yauvani Buch,brinda87@example.com,2571676488,Durgapur,Central,Distributor
517,"Choudhury, Dave and Kapur",Nihal Shetty,basujeevika@example.com,918337029235,Sri Ganganagar,South,Retailer
518,Rajagopal Ltd,Wishi Bajwa,bhattacharyyaunni@example.org,6231679865,Tinsukia,North,Distributor
519,Dara Group,Pallavi Thakur,isura@example.com,913444430434,Chinsurah,Central,Distributor
520,Brahmbhatt-Setty,Harrison Varghese,tsekhon@example.org,6632283145,Kochi,West,Distributor
521,Mander-Shetty,Yashoda Ahuja,dasguptanihal@example.net,9780331941,Tumkur,South,Distributor
522,Trivedi-Krishnamurthy,Mohini Swaminathan,maxjha@example.org,1367091997,Hajipur,West,Direct
523,"Walla, Raju and Rau",Rishi Datta,chameli54@example.net,3669443472,Vijayawada,South,Retailer
524,"Lalla, Nayar and Dugal",Mahika Natarajan,farhan56@example.net,9534740935,Raiganj,North,Retailer
525,Divan Inc,Frederick Saxena,sanaya65@example.net,913837672005,Thoothukudi,Central,Manufacturer
526,"Rama, Sawhney and Nadig",Naveen Ratta,mohantyirya@example.net,916050577363,Nellore,South,Manufacturer
527,Chaudhuri-Wable,Priya Lal,oroy@example.net,8569397150,Purnia,Central,Manufacturer
528,Halder-Ramakrishnan,Udyati Prabhu,sarmabalendra@example.net,914182736640,Asansol,South,Manufacturer
529,Parmar Group,Kabir Choudhry,muttidevika@example.org,914410205091,Ghaziabad,South,Retailer
530,Gour-Swaminathan,Jasmit Mangat,ronithtandon@example.net,3158884791,Saharanpur,West,Manufacturer
531,Kala LLC,Anmol Mohan,wakeetalad@example.com,9378902036,Pali,East,Distributor
532,Bhavsar Inc,Faraj Sant,benjamin90@example.org,919395244722,Muzaffarpur,Central,Retailer
533,Ratta Group,Pavani Atwal,amol98@example.org,5846408762,Amaravati,West,Direct
534,Garde Inc,Arya Raval,yashoda44@example.org,3938705650,Serampore,North,Manufacturer
535,Ramesh-Oak,Ishaan Chaudhry,tuppal@example.com,5488195197,Muzaffarpur,West,Manufacturer
536,Hegde LLC,Hamsini Bir,anthonybutala@example.com,5542478539,Adoni,West,Direct
537,Nadkarni Group,Anusha Gokhale,chadnimrat@example.org,6898521834,Jalna,South,Manufacturer
538,"Mammen, Sekhon and Chaudhari",Janaki Vora,zjani@example.org,2191391422,Sambalpur,West,Retailer
539,"Khare, Rau and Uppal",Manya Gola,charviprakash@example.net,1204705069,Kochi,Central,Direct
540,Deshpande Ltd,Bachittar Thaman,mitalisaran@example.net,1247322282,Silchar,South,Retailer
541,Srinivas and Sons,Samaksh Suri,ozasamarth@example.org,913323827013,Gopalpur,East,Retailer
542,Chacko LLC,Wishi Mangat,zsinha@example.com,915379146748,Jamshedpur,West,Distributor
543,"Palla, Gandhi and Sani",Zilmil Sanghvi,siyasunder@example.com,2971133053,Kirari Suleman Nagar,Central,Direct
544,Kibe-Rau,Krish Raj,kapooraryan@example.org,3407156855,Kollam,West,Retailer
545,Seshadri Ltd,Upkaar Naidu,zganesh@example.com,8891453459,Dindigul,West,Retailer
